customer_id,first_name,last_name,email_id,gender,birthdate,street_address,zipcode,city,state,phone_number,active
51,Amandi,Stork,astork1e@reverbnation.com,Female,9/26/1998,3247 Columbus Center,92710,Irvine,California,216-732-0449,TRUE
52,Wye,Radolf,wradolf1f@hibu.com,Male,10/13/2001,5987 Bunker Hill Road,32309,Tallahassee,Florida,396-909-1708,TRUE
53,Dacia,Douce,ddouce1g@edublogs.org,Female,6/29/2008,9 Claremont Place,48295,Detroit,Michigan,990-255-2170,TRUE
54,Homer,Millimoe,hmillimoe1h@cnbc.com,Male,12/21/1956,1 Carey Road,31136,Atlanta,Georgia,939-704-5084,TRUE
55,Lazare,Keningham,lkeningham1i@xinhuanet.com,Male,2/14/2007,1027 Debs Place,64109,Kansas City,Missouri,148-346-8847,TRUE
56,Salome,Harradine,sharradine1j@vistaprint.com,Female,8/4/1958,93 Lake View Alley,40225,Louisville,Kentucky,947-601-2803,TRUE
57,Monroe,Wyche,mwyche1k@springer.com,Male,3/16/1977,5240 Artisan Point,94230,Sacramento,California,583-139-1032,TRUE
58,Huntlee,Handyside,hhandyside1l@chron.com,Male,5/19/2001,149 Thierer Center,70505,Lafayette,Louisiana,748-938-9285,TRUE
59,Maxie,Elverston,melverston1m@marketwatch.com,Male,3/19/2001,20 Prairie Rose Street,48258,Detroit,Michigan,788-947-6027,TRUE
60,Ebba,Cusack,ecusack1n@nifty.com,Female,6/19/1946,27 Mandrake Trail,44720,Canton,Ohio,826-275-4326,TRUE
61,Lonny,Kinnin,lkinnin1o@ft.com,Male,8/6/1967,8621 South Circle,6912,Stamford,Connecticut,467-340-2943,TRUE
62,Burton,MacCaffery,bmaccaffery1p@miitbeian.gov.cn,Male,10/6/1992,67089 4th Alley,70033,Metairie,Louisiana,402-195-0411,TRUE
63,Pavia,Still,pstill1q@homestead.com,Female,10/13/1985,87 Fallview Avenue,94522,Concord,California,750-602-5075,TRUE
64,Kylila,Rowcliffe,krowcliffe1r@dailymail.co.uk,Female,5/30/1988,43 East Center,2745,New Bedford,Massachusetts,850-366-8818,TRUE
65,Aguie,Mapples,amapples1s@businesswire.com,Male,8/29/1979,720 Hansons Point,72916,Fort Smith,Arkansas,836-978-6017,TRUE
66,Essa,Letson,eletson1t@ifeng.com,Female,12/22/1964,1692 Moulton Lane,15250,Pittsburgh,Pennsylvania,780-660-7356,TRUE
67,Zia,Skilling,zskilling1u@toplist.cz,Female,7/25/1995,05 Autumn Leaf Park,32590,Pensacola,Florida,618-131-0100,TRUE
68,Kelsey,Studart,kstudart1v@deviantart.com,Male,3/6/1988,911 Oneill Pass,43240,Columbus,Ohio,847-520-1926,TRUE
69,Ag,Lendrem,alendrem1w@aol.com,Female,1/15/1950,788 Stoughton Way,79165,Amarillo,Texas,800-140-3775,TRUE
70,Maury,Braidley,mbraidley1x@unesco.org,Male,3/6/1963,90189 Fulton Way,70165,New Orleans,Louisiana,928-557-7876,TRUE
71,Dannye,Houseley,dhouseley1y@goo.gl,Female,8/21/1959,91918 Ridgeway Plaza,19136,Philadelphia,Pennsylvania,796-387-5648,TRUE
72,Leigh,Metheringham,lmetheringham1z@apple.com,Male,10/27/1982,77 High Crossing Drive,43615,Toledo,Ohio,325-139-4088,TRUE
73,Cate,Allans,callans20@eepurl.com,Female,1/31/1987,069 Vidon Circle,11499,Jamaica,New York,930-883-1524,TRUE
74,Antone,Mongan,amongan21@si.edu,Male,3/21/1972,3376 Laurel Trail,77260,Houston,Texas,340-659-7071,TRUE
75,Morgun,Gilliat,mgilliat22@booking.com,Male,12/3/1977,5165 Oriole Way,47134,Jeffersonville,Indiana,140-766-7286,TRUE
