customer_id,first_name,last_name,email_id,gender,birthdate,street_address,zipcode,city,state,phone_number,active
76,Michel,Duke,mduke23@privacy.gov.au,Female,5/21/1969,4716 Golf Course Parkway,20067,Washington,District of Columbia,263-435-6327,TRUE
77,Carry,Nornasell,cnornasell24@jigsy.com,Female,7/13/1964,79 Kingsford Alley,95113,San Jose,California,982-776-6449,TRUE
78,Heidie,Matzke,hmatzke25@feedburner.com,Female,3/9/2000,8494 Melvin Court,77060,Houston,Texas,767-924-6502,TRUE
79,Gareth,Piesold,gpiesold26@angelfire.com,Male,7/5/1999,3106 Redwing Park,99599,Anchorage,Alaska,206-578-3516,TRUE
80,Pieter,Springtorpe,pspringtorpe27@hp.com,Male,10/25/1961,522 Warbler Circle,48901,Lansing,Michigan,293-776-2788,TRUE
81,Ardelle,Candey,acandey28@dropbox.com,Female,8/1/1992,4 Huxley Drive,80925,Colorado Springs,Colorado,601-731-1319,TRUE
82,Redford,Donovin,rdonovin29@g.co,Male,3/30/1995,80203 Annamark Trail,95054,Santa Clara,California,957-333-2796,TRUE
83,Jacinda,Farebrother,jfarebrother2a@vk.com,Female,1/18/1955,3195 Longview Parkway,55470,Minneapolis,Minnesota,213-258-9812,TRUE
84,Corney,Ollander,collander2b@macromedia.com,Male,1/7/1979,3139 Sycamore Way,99210,Spokane,Washington,383-846-9276,TRUE
85,Baron,Bagley,bbagley2c@ucla.edu,Male,1/30/2003,8810 Forest Dale Center,33305,Fort Lauderdale,Florida,218-336-5006,TRUE
86,Janina,Benjafield,jbenjafield2d@indiegogo.com,Female,7/30/1943,03332 Logan Avenue,94302,Palo Alto,California,895-124-5982,TRUE
87,Humbert,Jeannin,hjeannin2e@cloudflare.com,Male,5/11/2002,63732 Warbler Parkway,92867,Orange,California,584-730-4332,TRUE
88,Alayne,Morby,amorby2f@posterous.com,Female,3/18/1967,623 Laurel Road,45264,Cincinnati,Ohio,405-551-9628,TRUE
89,Ruthe,Tyrone,rtyrone2g@unc.edu,Female,11/8/1960,36 Bay Avenue,94230,Sacramento,California,316-509-6010,TRUE
90,Barbette,Azam,bazam2h@japanpost.jp,Female,9/26/1941,93 Lakeland Plaza,61105,Rockford,Illinois,187-944-3133,TRUE
91,Nowell,Walrond,nwalrond2i@smh.com.au,Male,3/23/2002,0 Packers Plaza,94042,Mountain View,California,599-973-4430,TRUE
92,Rouvin,Wybern,rwybern2j@apache.org,Male,6/7/1984,73 Dottie Drive,46247,Indianapolis,Indiana,859-101-3047,TRUE
93,Carey,Suttaby,csuttaby2k@house.gov,Male,3/28/2003,2 Arizona Way,21705,Frederick,Maryland,753-841-4764,TRUE
94,Josselyn,Bolte,jbolte2l@tripod.com,Female,3/11/1959,3 Forster Trail,59623,Helena,Montana,266-211-4593,TRUE
95,Mark,Drewett,mdrewett2m@mozilla.com,Male,2/26/1945,64406 Starling Way,32259,Jacksonville,Florida,807-100-9376,TRUE
96,Chaddy,Minall,cminall2n@ameblo.jp,Male,1/29/1958,367 Lotheville Alley,46896,Fort Wayne,Indiana,428-350-2427,TRUE
97,Victoir,Copcote,vcopcote2o@salon.com,Male,12/11/1949,125 1st Terrace,30311,Atlanta,Georgia,970-993-8026,TRUE
98,Collete,Dooly,cdooly2p@etsy.com,Female,5/20/2008,8359 Veith Crossing,36670,Mobile,Alabama,331-834-0866,TRUE
99,Sophi,Speek,sspeek2q@spiegel.de,Female,9/24/1986,1 Nancy Place,59112,Billings,Montana,536-239-6814,TRUE
100,Fielding,Yeld,fyeld2r@people.com.cn,Male,7/17/2005,5 Old Gate Plaza,79950,El Paso,Texas,774-657-9292,TRUE
