call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
801,213-258-9812,601-731-1319,2/19/2019 14:10,2/19/2019 14:11,outgoing
802,895-124-5982,316-509-6010,3/1/2017 2:01,3/1/2017 2:08,incoming
803,316-509-6010,213-258-9812,4/29/2018 18:15,4/29/2018 18:15,missed call
804,218-336-5006,383-846-9276,5/20/2018 19:48,5/20/2018 20:29,incoming
805,405-551-9628,584-730-4332,2/5/2017 20:43,2/5/2017 21:15,outgoing
806,895-124-5982,957-333-2796,10/29/2018 12:03,10/29/2018 12:57,outgoing
807,218-336-5006,601-731-1319,2/23/2017 18:28,2/23/2017 18:28,missed call
808,383-846-9276,957-333-2796,4/24/2018 2:11,4/24/2018 2:59,outgoing
809,405-551-9628,957-333-2796,8/30/2018 5:52,8/30/2018 6:22,incoming
810,405-551-9628,584-730-4332,8/3/2018 17:14,8/3/2018 18:10,incoming
811,187-944-3133,957-333-2796,10/29/2018 6:02,10/29/2018 6:02,missed call
812,316-509-6010,601-731-1319,7/9/2017 7:06,7/9/2017 7:06,missed call
813,584-730-4332,218-336-5006,8/25/2017 16:35,8/25/2017 16:35,missed call
814,383-846-9276,584-730-4332,6/22/2018 5:42,6/22/2018 5:45,outgoing
815,957-333-2796,405-551-9628,6/4/2018 16:01,6/4/2018 16:27,incoming
816,601-731-1319,895-124-5982,10/7/2018 12:40,10/7/2018 12:40,missed call
817,970-993-8026,774-657-9292,8/18/2017 9:05,8/18/2017 9:40,incoming
818,536-239-6814,774-657-9292,9/9/2018 10:07,9/9/2018 10:46,outgoing
819,970-993-8026,428-350-2427,2/2/2019 23:02,2/2/2019 23:09,incoming
820,970-993-8026,331-834-0866,2/15/2019 6:30,2/15/2019 7:05,incoming
821,774-657-9292,428-350-2427,7/28/2018 15:34,7/28/2018 15:34,missed call
822,807-100-9376,970-993-8026,1/15/2019 6:05,1/15/2019 6:55,incoming
823,428-350-2427,599-973-4430,5/10/2019 12:55,5/10/2019 13:45,incoming
824,807-100-9376,599-973-4430,4/11/2018 21:34,4/11/2018 22:05,incoming
825,536-239-6814,859-101-3047,5/4/2018 9:58,5/4/2018 10:35,outgoing
826,774-657-9292,331-834-0866,2/6/2017 2:36,2/6/2017 2:52,outgoing
827,536-239-6814,807-100-9376,2/28/2017 19:22,2/28/2017 20:10,incoming
828,970-993-8026,266-211-4593,2/20/2018 17:41,2/20/2018 18:10,outgoing
829,331-834-0866,599-973-4430,9/2/2018 0:43,9/2/2018 0:52,incoming
830,331-834-0866,859-101-3047,2/27/2018 7:20,2/27/2018 7:58,outgoing
831,859-101-3047,774-657-9292,10/18/2017 11:58,10/18/2017 12:38,outgoing
832,774-657-9292,807-100-9376,3/17/2018 9:42,3/17/2018 9:42,missed call
833,428-350-2427,859-101-3047,4/24/2018 15:29,4/24/2018 16:12,incoming
834,774-657-9292,536-239-6814,4/4/2017 11:56,4/4/2017 12:15,incoming
835,599-973-4430,428-350-2427,5/1/2019 10:07,5/1/2019 10:15,outgoing
836,753-841-4764,774-657-9292,8/1/2018 6:42,8/1/2018 7:02,incoming
837,536-239-6814,599-973-4430,2/8/2019 20:11,2/8/2019 20:20,outgoing
838,859-101-3047,970-993-8026,2/21/2019 12:01,2/21/2019 12:01,missed call
839,266-211-4593,970-993-8026,12/23/2017 9:26,12/23/2017 9:26,missed call
840,859-101-3047,266-211-4593,3/19/2019 4:10,3/19/2019 4:10,missed call
841,536-239-6814,970-993-8026,7/3/2018 12:08,7/3/2018 12:10,outgoing
842,331-834-0866,599-973-4430,2/12/2017 7:05,2/12/2017 7:23,outgoing
843,428-350-2427,807-100-9376,1/9/2019 19:37,1/9/2019 19:37,missed call
844,428-350-2427,774-657-9292,5/11/2019 16:33,5/11/2019 16:33,missed call
845,428-350-2427,807-100-9376,1/10/2019 12:39,1/10/2019 12:52,outgoing
846,331-834-0866,428-350-2427,7/19/2017 4:57,7/19/2017 4:57,missed call
847,331-834-0866,266-211-4593,4/8/2018 7:36,4/8/2018 7:36,missed call
848,970-993-8026,807-100-9376,11/19/2017 9:20,11/19/2017 9:28,incoming
849,774-657-9292,807-100-9376,2/6/2018 13:33,2/6/2018 13:33,missed call
850,753-841-4764,807-100-9376,4/28/2019 0:27,4/28/2019 0:27,missed call
851,599-973-4430,753-841-4764,9/5/2017 23:49,9/6/2017 0:29,outgoing
852,774-657-9292,807-100-9376,7/14/2017 10:41,7/14/2017 10:54,outgoing
853,266-211-4593,599-973-4430,8/16/2018 23:49,8/16/2018 23:49,missed call
854,970-993-8026,753-841-4764,2/15/2019 5:15,2/15/2019 5:47,incoming
855,536-239-6814,753-841-4764,5/8/2017 13:20,5/8/2017 14:07,incoming
856,970-993-8026,859-101-3047,5/31/2018 22:12,5/31/2018 22:48,incoming
857,807-100-9376,331-834-0866,6/17/2018 5:01,6/17/2018 5:57,incoming
858,536-239-6814,599-973-4430,7/11/2018 11:45,7/11/2018 12:07,incoming
859,599-973-4430,266-211-4593,7/27/2018 23:25,7/27/2018 23:41,outgoing
860,599-973-4430,428-350-2427,8/19/2017 20:03,8/19/2017 20:20,incoming
861,266-211-4593,859-101-3047,4/20/2019 0:48,4/20/2019 0:48,missed call
862,807-100-9376,331-834-0866,1/19/2017 4:16,1/19/2017 5:02,incoming
863,807-100-9376,266-211-4593,10/15/2018 16:30,10/15/2018 16:42,outgoing
864,859-101-3047,331-834-0866,10/17/2018 22:33,10/17/2018 22:51,incoming
865,859-101-3047,331-834-0866,3/23/2017 1:10,3/23/2017 1:10,missed call
866,859-101-3047,753-841-4764,1/25/2018 8:57,1/25/2018 9:52,incoming
867,753-841-4764,536-239-6814,3/23/2018 18:56,3/23/2018 19:47,outgoing
868,536-239-6814,774-657-9292,4/7/2018 20:40,4/7/2018 20:40,missed call
869,536-239-6814,266-211-4593,2/3/2018 20:45,2/3/2018 20:45,missed call
870,331-834-0866,599-973-4430,3/15/2019 16:22,3/15/2019 16:22,missed call
871,331-834-0866,599-973-4430,3/2/2019 4:23,3/2/2019 4:23,missed call
872,753-841-4764,774-657-9292,6/6/2018 1:37,6/6/2018 1:44,incoming
873,807-100-9376,266-211-4593,5/12/2017 12:59,5/12/2017 12:59,missed call
874,266-211-4593,536-239-6814,11/13/2017 0:22,11/13/2017 0:22,missed call
875,859-101-3047,807-100-9376,6/29/2018 4:18,6/29/2018 4:27,incoming
876,266-211-4593,428-350-2427,5/13/2017 18:43,5/13/2017 19:04,outgoing
877,599-973-4430,774-657-9292,6/13/2018 9:15,6/13/2018 9:15,missed call
878,266-211-4593,807-100-9376,9/23/2017 11:18,9/23/2017 11:42,outgoing
879,970-993-8026,807-100-9376,6/3/2018 22:40,6/3/2018 22:49,incoming
880,859-101-3047,599-973-4430,4/21/2019 1:33,4/21/2019 1:33,missed call
881,599-973-4430,774-657-9292,12/30/2017 5:47,12/30/2017 6:09,outgoing
882,331-834-0866,428-350-2427,12/23/2018 17:59,12/23/2018 18:41,outgoing
883,859-101-3047,970-993-8026,12/30/2018 7:27,12/30/2018 7:27,missed call
884,807-100-9376,753-841-4764,2/24/2018 14:34,2/24/2018 14:34,missed call
885,331-834-0866,774-657-9292,2/24/2018 22:49,2/24/2018 23:12,incoming
886,266-211-4593,599-973-4430,6/19/2018 19:35,6/19/2018 20:08,outgoing
887,753-841-4764,599-973-4430,10/12/2018 6:20,10/12/2018 6:20,missed call
888,266-211-4593,428-350-2427,2/26/2018 10:35,2/26/2018 10:46,outgoing
889,774-657-9292,331-834-0866,6/3/2018 18:11,6/3/2018 19:05,incoming
890,266-211-4593,599-973-4430,1/8/2018 12:40,1/8/2018 12:40,incoming
891,753-841-4764,331-834-0866,12/31/2017 1:42,12/31/2017 1:46,outgoing
892,970-993-8026,774-657-9292,7/22/2017 15:31,7/22/2017 16:31,incoming
893,331-834-0866,266-211-4593,6/22/2017 1:27,6/22/2017 1:27,missed call
894,599-973-4430,536-239-6814,2/26/2018 23:48,2/27/2018 0:16,outgoing
895,536-239-6814,331-834-0866,5/21/2019 21:50,5/21/2019 21:50,missed call
896,970-993-8026,266-211-4593,4/26/2017 15:37,4/26/2017 15:59,outgoing
897,753-841-4764,599-973-4430,3/12/2019 16:42,3/12/2019 16:42,missed call
898,807-100-9376,536-239-6814,11/10/2017 6:10,11/10/2017 6:11,outgoing
899,859-101-3047,774-657-9292,7/5/2017 11:51,7/5/2017 11:54,incoming
900,428-350-2427,859-101-3047,1/2/2018 18:34,1/2/2018 19:20,incoming
901,536-239-6814,970-993-8026,6/2/2018 4:59,6/2/2018 5:09,outgoing
902,774-657-9292,753-841-4764,1/5/2019 21:20,1/5/2019 22:10,outgoing
903,807-100-9376,536-239-6814,11/3/2018 23:17,11/3/2018 23:17,missed call
904,970-993-8026,599-973-4430,1/13/2019 22:18,1/13/2019 22:52,incoming
905,599-973-4430,536-239-6814,4/6/2017 19:14,4/6/2017 20:11,incoming
