call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
701,206-578-3516,140-766-7286,11/10/2018 12:07,11/10/2018 12:42,incoming
702,263-435-6327,140-766-7286,8/15/2018 12:38,8/15/2018 12:38,missed call
703,206-578-3516,293-776-2788,7/10/2018 0:02,7/10/2018 0:11,incoming
704,982-776-6449,206-578-3516,9/9/2017 9:03,9/9/2017 9:46,incoming
705,340-659-7071,140-766-7286,10/6/2017 12:52,10/6/2017 12:52,missed call
706,206-578-3516,325-139-4088,6/22/2017 13:39,6/22/2017 13:39,missed call
707,796-387-5648,263-435-6327,12/25/2018 20:00,12/25/2018 20:00,missed call
708,930-883-1524,206-578-3516,5/3/2019 1:54,5/3/2019 2:22,incoming
709,325-139-4088,930-883-1524,12/8/2017 14:57,12/8/2017 15:38,incoming
710,263-435-6327,796-387-5648,4/19/2019 23:54,4/20/2019 0:00,outgoing
711,206-578-3516,293-776-2788,8/28/2018 22:45,8/28/2018 22:45,missed call
712,982-776-6449,140-766-7286,6/10/2018 5:02,6/10/2018 5:16,outgoing
713,206-578-3516,263-435-6327,10/7/2018 20:14,10/7/2018 21:09,incoming
714,930-883-1524,767-924-6502,5/4/2017 16:09,5/4/2017 17:05,outgoing
715,796-387-5648,206-578-3516,7/2/2017 7:44,7/2/2017 7:54,incoming
716,796-387-5648,930-883-1524,8/13/2018 11:55,8/13/2018 12:40,incoming
717,982-776-6449,206-578-3516,10/9/2018 20:05,10/9/2018 20:05,missed call
718,930-883-1524,293-776-2788,3/19/2017 14:54,3/19/2017 14:54,missed call
719,140-766-7286,982-776-6449,1/22/2018 10:38,1/22/2018 10:38,missed call
720,796-387-5648,767-924-6502,1/30/2017 13:31,1/30/2017 13:31,missed call
721,930-883-1524,263-435-6327,2/14/2019 22:57,2/14/2019 22:57,missed call
722,325-139-4088,206-578-3516,6/11/2017 7:37,6/11/2017 7:37,missed call
723,325-139-4088,767-924-6502,1/22/2017 19:31,1/22/2017 19:31,missed call
724,930-883-1524,796-387-5648,1/28/2017 18:02,1/28/2017 18:13,incoming
725,982-776-6449,263-435-6327,9/4/2017 6:19,9/4/2017 6:19,missed call
726,340-659-7071,982-776-6449,1/28/2019 21:19,1/28/2019 21:26,outgoing
727,340-659-7071,140-766-7286,4/4/2017 12:17,4/4/2017 12:17,missed call
728,340-659-7071,140-766-7286,3/13/2017 3:45,3/13/2017 3:56,outgoing
729,601-731-1319,383-846-9276,9/28/2018 13:45,9/28/2018 14:17,outgoing
730,383-846-9276,405-551-9628,1/14/2019 7:25,1/14/2019 7:30,outgoing
731,316-509-6010,584-730-4332,5/28/2019 22:37,5/28/2019 23:23,outgoing
732,383-846-9276,601-731-1319,3/8/2018 14:45,3/8/2018 15:40,incoming
733,213-258-9812,601-731-1319,8/29/2018 16:53,8/29/2018 17:41,incoming
734,187-944-3133,213-258-9812,11/4/2017 22:02,11/4/2017 22:02,missed call
735,601-731-1319,316-509-6010,12/25/2017 2:59,12/25/2017 3:03,incoming
736,383-846-9276,218-336-5006,8/14/2017 10:57,8/14/2017 11:57,outgoing
737,218-336-5006,601-731-1319,6/11/2018 23:21,6/11/2018 23:34,outgoing
738,895-124-5982,213-258-9812,4/14/2018 11:25,4/14/2018 11:25,missed call
739,383-846-9276,218-336-5006,11/14/2018 3:58,11/14/2018 4:41,incoming
740,316-509-6010,187-944-3133,6/15/2017 0:12,6/15/2017 0:43,incoming
